Campaign,Labels,Budget,Budget type,Campaign Type,Networks,Languages,Bid Strategy Type,Bid Strategy Name,Target CPA,Desktop Bid Modifier,Mobile Bid Modifier,Tablet Bid Modifier,TV Screen Bid Modifier,Start Date,End Date,Ad Schedule,Ad rotation,Targeting method,Exclusion method,Flexible Reach,Ad Group,Max CPC,Max CPM,Max CPV,Percent CPC,Target CPM,Target ROAS,Top Content Bid Modifier,Display Network Custom Bid Type,Targeting expansion,Ad Group Type,Audience targeting,Audience grouped,Tracking template,Final URL suffix,Custom parameters,ID,Location,Reach,Feed,Radius,Unit,Bid Modifier,Criterion Type,Keyword,First page bid,Top of page bid,First position bid,Quality score,Landing page experience,Expected CTR,Ad relevance,Final URL,Final mobile URL,Ad type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Link Text,Description Line 1,Description Line 2,Upgraded extension,Header,Snippet Values,Callout text,Phone Number,Country of Phone,Conversion Action,Campaign Status,Ad Group Status,Status,Approval Status,Comment
AP | Tree Surgery Template,,15,Daily,Search,Google search,en,Maximize conversions,,0,-10,20,10,,[],[],(Monday[08:00-22:00]);(Tuesday[08:00-22:00]);(Wednesday[08:00-22:00]);(Thursday[08:00-22:00]);(Friday[08:00-22:00]);(Saturday[08:00-22:00]);(Sunday[08:00-22:00]),Optimize for clicks,Location of presence,Location of presence,Audiences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,,,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial hedge trimming,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial hedge trimming near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial hedge cutting near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial hedge cutting near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial hedge cutting service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial hedge cutting service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial hedge cutting service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial hedge cutting,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial hedge trimming near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial hedge trimming service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial hedge trimming service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Hedge Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://racheldownstreesurgery.co.uk,,Responsive search ad,Hedge & Shrub Maintenance,1,Book A Free Consultation Today,-,Expert Led Company,-,Passionate About Tree Health,-,Competitively Priced,-,All Aspects Of Tree Surgery,-,Following British Standards,-,Fully Certified Tree Surgeons,-,Commercial & Domestic Services,-,Tree Surgery Specialists,-,Call Our Friendly Team Today,-,Based In Swansea & South Wales,-,,,,,,,"Commercial And Domestic Tree Surgery, Hedge & Shrub Maintenance In Swansea And South Wales",-,"Services Include Felling, Pruning, Dismantling, Clearing, Trimming And Stump Grinding",-,"At Rachel Downs Tree Surgery We Strive To Be Professional, Reliable And Approachable",-,"Call Or Email Rachel Today For A Free, No Obligation Consultation",-,hedge,cutting,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,Audiences;Genders;Ages;Parental status;Household incomes,Tree Service Near Me,0.01,0.01,,,0.01,,,None,Disabled,Default,Audience segments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,acorn tree service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,tree surgeon herefordshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,two brothers tree service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,tree surgeon hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,tree services warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,tree surgeon abergavenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,spartan tree service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,a&m tree service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,tree surgeon peterborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,tree surgeons wisbech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,tree surgeon swadlincote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,acorn tree services near me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,r t s tree specialist ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,wolfetrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,wolfetrees com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,the wolfe wolfetrees com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,aws tree service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,tree rex cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,thewolfe wolfetrees com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,t&l tree and fencing services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,peebles tree care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,the arb team swansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Negative Exact,countree care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree removal,0,0,0,2,Below average,Below average,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree cutting service,0,0,0,4,Average,Below average,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree removal,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree service company,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree care,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree trimming,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree trimming,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree removal near me,0,0,0,3,Average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree service near me,0,0,0,1,Below average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree trimming service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree cutting service near me,0,0,0,1,Below average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree services near me,0,0,0,1,Below average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree services near me,0,0,0,1,Below average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree service near me,0,0,0,1,Below average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree care near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree removal service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree removal service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree care near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree care services,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree companies near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree trimming near me,0,0,0,1,Below average,Below average,Below average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree removal service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree trimming service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree care services,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree company near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree company near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree cutter near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree maintenance near me,0,0,0,2,Below average,Below average,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree service commercial,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree service commercial,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree maintenance services near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree maintenance services near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,tree pruner near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree pruner,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree maintenance services,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,commercial tree removal near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree service near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree pruner near me,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,industrial tree care,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Exact,industrial tree care,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,commercial tree pruner,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Paused,Pending review,
AP | Tree Surgery Template,,,,,,,,,,,,,,,,,,,,,Tree Service Near Me,,,,,,,,,,,,,,,,,,,,,,,Phrase,tree removal service,0,0,0,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paused,Enabled,Enabled,Pending review,
